author_id,tweet_id,retweet_count,favourite_count,reply_count,quote_count,followers_count,friends_count,statuses_count,access,screen_name,name,description,profile_image_url,user_lang,location,url
2596413645,991512017667174400,314,519,30,19,103396,7964,155102,2018-05-02 15:21:01,carrieksada,Carrie ❤️ America 🇺🇸,"“To disarm the people, is the best and most effectual way to enslave them” ~ George Mason #2ADefenders #NRA #MAGA #KeepAmericaGreat #CCOT #VetsFirst",http://pbs.twimg.com/profile_images/974741035669585920/-hDq76yF_normal.jpg,en,"California, USA",
226224091,991699086108577792,0,0,0,0,620,697,26618,2018-05-02 15:21:01,12th_Mann,America First,#llarmy #codeofvets #DemocratsHateAmerica #StayTogether #GOP2018 #KatesWall,http://pbs.twimg.com/profile_images/967465025202876417/ysJeGW6D_normal.jpg,en,America,
2574890250,991646124489498624,1,8,0,1,1521,1627,16287,2018-05-02 15:11:33,Salanefrin,Ahmad Hasan,evîn mirovan dike mirov,http://pbs.twimg.com/profile_images/981525091694645249/FcUwUhMP_normal.jpg,ar,,
919273451743076353,991649165460541442,7,5,0,0,1349,2087,6099,2018-05-02 15:11:33,Caki__,انتصار,"You must believe before everything else that the revolution must come, that there is no other choice.",http://pbs.twimg.com/profile_images/969346134681452544/yily2rda_normal.jpg,en,Telegram,
2672595537,991696703752364033,0,0,0,0,745,1625,63110,2018-05-02 15:11:33,ONC3X,ONC3X,"[Faux] MENA, Terrorism, & NatSec Analyst.😎 | The revolution will be streamed.✌️| I'm still waiting for Soro's paychecks.😡|",http://pbs.twimg.com/profile_images/962557731839160320/Mw8DYt8s_normal.jpg,en,Under Erdogan's bed.👻,
2294131202,991553694788476928,592,786,118,11,83591,203,17647,2018-05-02 15:36:41,gulecyuzk,Kâzım Güleçyüz,Yeni Asya Gazetesi Genel Yayın Yönetmeni Kâzım Güleçyüz'ün Resmi Twitter Hesabıdır.,http://pbs.twimg.com/profile_images/928234380178481152/4eIXiMm9_normal.jpg,tr,,http://yeniasya.com.tr
597769317,991703028767051777,0,0,0,0,40267,5423,61054,2018-05-02 15:36:41,GelBahar1,Acz-i Mutlak,"Hiç bir şey yoktur ki, O 'nu hamd ile beraber tesbih (tenzih) ediyor bulunmasın. İsra Suresi, 17 / 44 Seyyit Kutup:",http://pbs.twimg.com/profile_images/943725507874566144/Bnt0BMXN_normal.jpg,tr,Mümin münafıktan özür dilemez.,
3438438843,991640533771534337,126,104,7,5,23577,95,1661,2018-05-02 15:43:48,DanishMan06,Ankara Kulisi,Bir Vatansever,http://pbs.twimg.com/profile_images/914860543227416577/gJHm0geh_normal.jpg,tr,,
783003310219464704,991704819696975872,0,0,0,0,2331,2158,22718,2018-05-02 15:43:48,yeni_umitler,Abdullah,Your account has been withheld in Turkey in response to a legal demand. Learn more.,http://pbs.twimg.com/profile_images/858071301839310848/-0u-bY1d_normal.jpg,tr,United States,
871909680452444161,991558444195991552,52,219,9,0,21472,4893,724,2018-05-02 15:31:35,HenyolG,Henyol García,NERI😘,http://pbs.twimg.com/profile_images/983471933848244225/d6TYmv-i_normal.jpg,es,México,https://www.instagram.com/vivanconerigarcia/?hl=es-la
981737728273534976,991701745293254656,0,0,0,0,13,302,148,2018-05-02 15:31:35,arturov95978783,arturo valdes,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,es,,
954124423,991705917476474881,8,11,1,0,217645,5887,47227,2018-05-02 15:49:56,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
971604575701565441,991706363205210112,0,0,0,0,285,598,3287,2018-05-02 15:49:56,mamareshell1,🌸🌺Rachel 🌼🌻,A wife and mother of four beautiful children. A proud catholic! Jesus Christ is LORD!! TEAM JESUS no matter what #FORDNATION #TEAMFORD PRO LIFE PRO LIFE,http://pbs.twimg.com/profile_images/989956457301979147/p11ZKSXH_normal.jpg,en,"Ontario, Canada",
954124423,991704664403046400,74,46,17,6,217650,5887,47227,2018-05-02 15:53:15,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
832441166058500096,991707197867356160,0,0,0,0,263,231,15670,2018-05-02 15:53:15,HyHeLi123,HyHeLi,,http://pbs.twimg.com/profile_images/842951837674160128/teh21oLQ_normal.jpg,en,"Washington, USA",
2481491973,991703421207154688,1,1,0,0,130,129,1871,2018-05-02 15:41:50,cappedallday,smitty_hustle,Capping all sports all day. Watch Out!,http://pbs.twimg.com/profile_images/973903083452424192/Z4Nogrmd_normal.jpg,en,"Boston, MA",
897619242,991704324773433345,0,0,0,0,27847,501,65120,2018-05-02 15:41:50,PinnacleSports,Pinnacle,The world’s sharpest bookmaker sharing unique betting insight and explaining how betting works. Gamble responsibly.,http://pbs.twimg.com/profile_images/738330270022012928/yG3HwaeQ_normal.jpg,en,,http://www.pinnacle.com
3685392135,991557250656407552,6,8,0,0,18867,6052,22374,2018-05-02 15:47:39,bahardemir132,bahar demir,Kalp Solda Atar Ritmi Dinleyin!  Fenerbahçe Sevdalısı!,http://pbs.twimg.com/profile_images/971692272281640960/KGaKoWdN_normal.jpg,tr,,
945534542424756226,991705788602310656,0,0,0,0,82,176,10090,2018-05-02 15:47:39,DaxAdami,Dax adami,Ez kurdistanimé,http://pbs.twimg.com/profile_images/964838217055985669/hWsFBRI9_normal.jpg,fr,"Saint-Raphaël, France",
57039681,991431323716857857,48,33,14,9,1173548,50,369583,2018-05-02 15:47:48,stargazete,Star Gazetesi 🇹🇷,Milli İradenin Sesi - Star Gazetesi Resmi Twitter hesabıdır https://www.facebook.com/stargazete https://www.instagram.com/stargazete,http://pbs.twimg.com/profile_images/886854761839960065/CMbMrTMl_normal.jpg,tr,Turkiye,http://www.star.com.tr
526110917,991431912953733121,119,90,10,2,80777,2037,334207,2018-05-02 15:47:48,mehmetcheliklv,LETONYA MUHTARI ®,Diplomasız Muhtar,http://pbs.twimg.com/profile_images/827725953400971264/6sy3AJzx_normal.jpg,tr,,
412463058,991705826359377922,0,0,0,0,100,114,8516,2018-05-02 15:47:48,HamzaAvci3,Hamza Avci,,http://pbs.twimg.com/profile_images/498116953211289602/L8WYWc9W_normal.jpeg,nl,,
954124423,991705917476474881,11,12,2,0,217645,5887,47227,2018-05-02 15:50:14,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
313246922,991706438723686403,0,0,0,0,175,285,9627,2018-05-02 15:50:14,shashi0828,Shashi,,http://pbs.twimg.com/profile_images/849390468995657730/w2k4Dkxb_normal.jpg,en,,
487834443,991689003408740352,32,20,4,0,74631,503,42241,2018-05-02 15:59:12,HasanCucuk,Hasan Cücük,Journalist - Gazeteci yedek hesabım @HasanCucuk1,http://pbs.twimg.com/profile_images/935587884702294018/zOJgvVLf_normal.jpg,tr,Copenhagen ,http://tr724.com
929420084682067969,991708695242342402,0,0,0,0,43,244,1963,2018-05-02 15:59:12,DizaynDilan,dizayndilan,OHAL den sonra bu hale geldim,http://pbs.twimg.com/profile_images/929439903863267328/BBLW1fxT_normal.jpg,tr,,
833263613276200962,968061890344693760,38,114,5,1,7188,7142,9080,2018-05-02 16:18:40,__HijabKhan,Hijab 🇵🇰,‏پاکستان ایک عشق ایک جنون...!!!💕                                                                original account 👉 @_HijabKhan,http://pbs.twimg.com/profile_images/987731528313638913/8gWjOr9s_normal.jpg,en,اسلامی جمہوریہ پاکستان ,
982669803444940800,991713594202099713,0,0,0,0,445,1163,4481,2018-05-02 16:18:40,ch_hassansaeed1,hasan,"🌴Muslim 💫 #Pakistan🇵🇰   Human  💝. (if ur tweets r interested follow back chances: 99%) This Account is Official , Archive Tweets  Account  :@ch_hassansaeed",http://pbs.twimg.com/profile_images/982671921698562049/5EMZW4XT_normal.jpg,en,"Islamabad, Pakistan",
2252893931,991150407463374848,45,29,0,1,22204,13456,41972,2018-05-02 16:16:33,NecdatG,Necdet💧نجدت,,http://pbs.twimg.com/profile_images/814092734613090308/BwiCMX2R_normal.jpg,de,Türkiye,
825682538416971778,991713061542211584,0,0,0,0,2130,514,13856,2018-05-02 16:16:33,_NecdetG,Necdet 💧,"“Ümitvâr olunuz, şu istikbal inkilabatı içinde en yüksek, gür sadâ İslam’ın sadâsı olacaktır.”",http://pbs.twimg.com/profile_images/974990303898816512/GOzfqHBM_normal.jpg,de,,
812656050960732161,991683366671052801,1,5,2,0,1802,163,13375,2018-05-02 16:14:09,klmznnnnn,Dilek,ortağı olmuşuz düzeneğin...,http://pbs.twimg.com/profile_images/991102006466146304/jVStgqMD_normal.jpg,tr,,
597769317,991712457528836097,0,0,0,0,40268,5424,61069,2018-05-02 16:14:09,GelBahar1,Acz-i Mutlak,"Hiç bir şey yoktur ki, O 'nu hamd ile beraber tesbih (tenzih) ediyor bulunmasın. İsra Suresi, 17 / 44 Seyyit Kutup:",http://pbs.twimg.com/profile_images/943725507874566144/Bnt0BMXN_normal.jpg,tr,Mümin münafıktan özür dilemez.,
326003773,991708914029940736,9,9,1,0,258891,34,5659,2018-05-02 16:05:08,osimsek_herkul,Osman Şimşek,Hem asıl hem de yedek hesaplarım diktatörlük tarafından Türkiye'de engellendi. Paylaşımlarımı https://t.co/dBnlON7APS üzerinden takip edebilirsiniz.,http://pbs.twimg.com/profile_images/764635441945579524/SNyfig3b_normal.jpg,en,"Saylorsburg, PA, USA",
849368218326138880,991710188418813954,0,0,0,0,48,157,4107,2018-05-02 16:05:08,Rnsnrn111,Rana,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,
1494034783,991521489731182592,53,191,30,40,760822,31,168410,2018-05-02 16:01:02,DikenComTr,Diken,Yaramazlara biraz batar! - Diken Gazetesi resmi Twitter hesabı,http://pbs.twimg.com/profile_images/654394513092427777/8kdyrydn_normal.png,tr,,http://www.diken.com.tr
248829087,991698032214396928,14,8,3,0,220443,1518,50924,2018-05-02 16:01:02,ahamitbilici,Abdülhamit Bilici,Özgür Zaman Gazetesi son GYY (Last Editor in Chief of Zaman) #Cihan #TodaysZaman #Aksiyon #Irmak #democracy #media #Islam #Hizmet #Turkey #EU #İstanbul #Erzurum,http://pbs.twimg.com/profile_images/886800022024728576/Fvay_vDJ_normal.jpg,en,,
2385672272,991709156645236736,0,0,0,0,139,204,5389,2018-05-02 16:01:02,AsumanAntepli,Asuman Antepli,Register Nurse.,http://pbs.twimg.com/profile_images/937172698442149888/Rbkf22Bm_normal.jpg,en,,
326003773,991708914029940736,4,4,0,0,258891,34,5659,2018-05-02 16:01:43,osimsek_herkul,Osman Şimşek,Hem asıl hem de yedek hesaplarım diktatörlük tarafından Türkiye'de engellendi. Paylaşımlarımı https://t.co/dBnlON7APS üzerinden takip edebilirsiniz.,http://pbs.twimg.com/profile_images/764635441945579524/SNyfig3b_normal.jpg,en,"Saylorsburg, PA, USA",
761337419392290816,991709328611725312,0,0,0,0,100,332,1967,2018-05-02 16:01:43,Khalid80872414,Khalid,,http://pbs.twimg.com/profile_images/764859325764538368/9qOomW3D_normal.jpg,nl,,
3709329729,991472697313054722,20,21,4,6,19702,21001,123295,2018-05-02 16:20:21,reallyo10,Liberals R Nazis,I'm here for Prez Trump & his fight to save America from the Criminal Elites. Shadowbanned by Twitter for speaking heresy against the Deranged Left.😤 SmartAss.,http://pbs.twimg.com/profile_images/979932500947587072/6gL2KJbF_normal.jpg,en,"Covington, KY",
232108392,991712260560244736,10,27,2,0,77266,63210,38355,2018-05-02 16:20:21,GayRepublicSwag,The Gay Republican,#YouTuber from #Ohio in my spare time I worship Donald Trump and save America. #AmericaFirst  Follow me I'll offend you #BuildTheWall,http://pbs.twimg.com/profile_images/790435768292503552/tbub2RTz_normal.jpg,en,,https://m.youtube.com/channel/UC_Qdfs7iE_3khDYIu4Nof8A
129314386,991714017826754560,0,0,0,0,7653,8159,101025,2018-05-02 16:20:21,RobinEnochs,Robin Enochs,"Biochem/Biology, GT Ed Advocate, fmrNASA, Constitution,ProLIFE,NonGMO,Organic Gardener, #Keto, DAR, https://t.co/pLytBVR3M0  INTJ, animal adoption.  also on gab.ai",http://pbs.twimg.com/profile_images/868249486296055808/IercKgYA_normal.jpg,en,Texas ♡ Yeshua ,
18118505,990386281288028160,32,41,6,2,23650,453,25762,2018-05-02 16:20:56,barenakedislam,barenakedislam,,http://pbs.twimg.com/profile_images/1027102844/4bc1a413f455279fb410e8089048c4e2_normal.jpeg,en,,http://barenakedislam.com
4866566489,991714164619071488,0,0,0,0,133,84,64312,2018-05-02 16:20:56,Gil00006,Gil,Aries,http://pbs.twimg.com/profile_images/698690509188030465/aqDb5c9U_normal.jpg,en,U.S.A.,
954124423,991707064283156480,60,75,19,2,217643,5887,47228,2018-05-02 16:11:03,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
1017662618,991711677384142853,0,0,0,0,977,975,26421,2018-05-02 16:11:03,Im1sparrow,Sparrow,"A Christian Man By Gods Mercy & Grace, By The Blood of Jesus His Son. To All who have Served our Great Country, America, and to Your Families, Thank You !",http://pbs.twimg.com/profile_images/3385704944/031d995e59f56ff1e745ce8d5ab5c268_normal.png,en,,
4764985268,991570087474745344,210,554,10,3,72642,33,48589,2018-05-02 16:29:24,aklingozu,Aklın Gözü,"Yeryüzünde ne yazıldıysa insan yazdı, ne söylendiyse insan söyledi. || Dikkat: Hesap çokça zincir içerir.||  Polemiğe girilmez. Yedek Hesap: @aklingozuyedek",http://pbs.twimg.com/profile_images/739911319017693184/sUni1Gvn_normal.jpg,en,,http://mastodon.social/@aklingozu
831869357240221697,991716295333830658,0,0,0,0,182,564,5664,2018-05-02 16:29:24,mubariz_halilov,Mubariz Halilov,,http://pbs.twimg.com/profile_images/964574645470015488/yYXhwza9_normal.jpg,tr,Türkiye,
813914393788481540,991644298209906688,54,163,31,5,14051,315,19309,2018-05-02 16:29:59,Nature_and_Race,Racial Consciousness,"National Socialism is the reawakening of mankind's consciousness of Nature. -- A sincere thank you to everyone who follows, likes, and retweets my posts.",http://pbs.twimg.com/profile_images/964120931806228480/hc0qERb-_normal.jpg,en,,https://natureandrace.blogspot.com/
828288871075086336,991716442113527808,0,0,0,0,307,275,31079,2018-05-02 16:29:59,TRUMPLICAN_2017,sterling,,http://pbs.twimg.com/profile_images/828960706531778561/KediRIvv_normal.jpg,en,"Texas, USA",
828627471608184832,991712671446847494,0,0,0,0,1049,1647,23080,2018-05-02 16:15:00,anderbot_,Anders Breivik,Defender of Europe,http://pbs.twimg.com/profile_images/828628222023712768/U-4vbd2X_normal.jpg,en,,
869193235918454786,982702283459788800,595,1048,10,14,62082,0,494,2018-05-02 16:48:05,offensivemem3s_,Offensive Memes,DM me memes - offensive - i own no content posted - DM for removel,http://pbs.twimg.com/profile_images/875464015337730048/Cta3L18Q_normal.jpg,en,,
426409144,991720997140099072,0,0,0,0,382,313,31259,2018-05-02 16:48:05,frdaushsbullah_,Ausssshhhhh,Everything I've loved became everything I lost #ynwa #gkg,http://pbs.twimg.com/profile_images/941540334495920128/sQr6DkOY_normal.jpg,en,Negara korupsi,
954124423,991704664403046400,270,180,58,31,217643,5887,47227,2018-05-02 16:22:56,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
932250638439854080,991714667960643584,0,0,0,0,296,276,7373,2018-05-02 16:22:56,infidelchloe,Chloe,"Female, engaged, atheist, conservative.",http://pbs.twimg.com/profile_images/947479112343572482/gu7bX735_normal.jpg,en,,
782992706616393729,991721349449158656,0,0,0,0,196,60,5006,2018-05-02 16:49:29,StephenLandser,Stephen Landser,"Producer of Billy Ropers , The Roper Report: https://audiomack.com/artist/pbrpodcast",http://pbs.twimg.com/profile_images/950060094301106176/06kSmeML_normal.jpg,en,"Wisconsin, USA",
66732993,991352772527296512,12,10,0,1,5238,111,10017,2018-05-02 16:49:36,hizmet_news,Hizmet News Portal,"Latest news, columns, opinions and interviews on Fethullah Gülen and the Hizmet Movement, also known as the Gülen Movement",http://pbs.twimg.com/profile_images/3755452468/7a7e2e27a57f06580fe0e69f79fe7a86_normal.jpeg,en,,http://hizmetnews.com
798987580427505665,991652159614865409,4,3,0,0,316,312,14406,2018-05-02 16:49:36,1NuevoMundo,NuevoMundo,,http://pbs.twimg.com/profile_images/799278831433461760/T1QEcQ6f_normal.jpg,en,,
852788402889961472,991721378817732609,0,0,0,0,107,243,7050,2018-05-02 16:49:36,nazeem_mr,Mr.Nazeem.,,http://pbs.twimg.com/profile_images/937399039892578305/Ey3iq6dx_normal.jpg,tr,,
954124423,991704664403046400,452,315,90,54,217650,5887,47228,2018-05-02 16:55:46,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
227778796,991722930718564352,0,0,0,0,507,332,6948,2018-05-02 16:55:46,packer812,packer812,Italian/Norwegian Brit.🇮🇹🇳🇴🇬🇧🇺🇸 RT or Follow does not  necessarliy mean endorsement.,http://pbs.twimg.com/profile_images/950024771231797248/zOgvWk-p_normal.jpg,en,,
954124423,991704664403046400,438,303,89,51,217650,5887,47228,2018-05-02 16:53:00,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
103105127,991707038072717313,14,5,1,0,6141,6527,5738,2018-05-02 16:53:00,specificproduct,Patriot Paul,#MAGA  #TRUMPTRAIN #PATRIOT #TRUMP2020  #BuildTheWall  #TravelBan #newcalifornia #STATE51  #BigRigDriver  #POTUS45  #USA  #Trumptrain,http://pbs.twimg.com/profile_images/965050680787419136/NxqJW9Ud_normal.jpg,en,USA,https://newcaliforniastate.com/
3379584303,991722234455654400,0,0,0,0,420,425,38582,2018-05-02 16:53:00,HB3third,HB3,,http://pbs.twimg.com/profile_images/764176434499837956/-mKxbkdc_normal.jpg,en,,
92460378,991724707799076865,12,11,0,0,94708,2447,181867,2018-05-02 17:08:05,yagizefe,FUAT BARAN,Writer and journalist (Gazeteci-Yazar) Facebook https://www.facebook.com/fuatbaran01 fuatbaran01@gmail.com Destekleriniz için https://www.patreon.com/FuatBaran,http://pbs.twimg.com/profile_images/980829217230290944/Upip9Hae_normal.jpg,en,,http://www.yenihamle.com
905403389466509313,991726030296580096,0,0,0,0,170,28,7965,2018-05-02 17:08:05,AyeOzturk14,Ayşe Ozturk,,http://pbs.twimg.com/profile_images/905661394959216640/dJ_3RcIr_normal.jpg,tr,,
213555363,991724352595996672,0,0,0,0,266,993,5155,2018-05-02 17:01:25,14words4ever,Aryan Star,I Believe in 14 words! Die Zeit ist reif für den NATIONALEN WIDERSTAND!  ERLEBNISORIENTIERTER REMIGRATIONSHELFER!,http://pbs.twimg.com/profile_images/1251553020/220px-Black_Sun.svg_normal.png,de,"Moskau, Russland",
326003773,991708914029940736,93,56,5,1,259066,34,5659,2018-05-02 17:01:50,osimsek_herkul,Osman Şimşek,Hem asıl hem de yedek hesaplarım diktatörlük tarafından Türkiye'de engellendi. Paylaşımlarımı https://t.co/dBnlON7APS üzerinden takip edebilirsiniz.,http://pbs.twimg.com/profile_images/764635441945579524/SNyfig3b_normal.jpg,en,"Saylorsburg, PA, USA",
924171577,991724457445265408,0,0,0,0,505,515,6733,2018-05-02 17:01:50,balci_meryem,BALCI  Meryem,La tolérance est le seul remède contre la diversité des opinions.,http://pbs.twimg.com/profile_images/922011463748931589/LE5bhm7v_normal.jpg,fr,FRANCE,
2596413645,991727699344244736,6,7,0,0,103415,7963,155097,2018-05-02 17:17:07,carrieksada,Carrie ❤️ America 🇺🇸,"“To disarm the people, is the best and most effectual way to enslave them” ~ George Mason #2ADefenders #NRA #MAGA #KeepAmericaGreat #CCOT #VetsFirst",http://pbs.twimg.com/profile_images/974741035669585920/-hDq76yF_normal.jpg,en,"California, USA",
26900055,991728303613661184,0,0,0,0,168103,26889,281193,2018-05-02 17:17:07,DrMartyFox,Dr. Marty Fox,Father Grandfather Husband Conservative Patriot Plastic Surgeon Former & Occasional Talk Show Host,http://pbs.twimg.com/profile_images/815578969026285568/6IOjNoK3_normal.jpg,en,,
478170193,991358988536119296,336,161,9,6,71694,216,16404,2018-05-02 17:16:05,ismailcingoz1,İsmail Cingöz,"kendini birşey zannettiği günlerden muzdarip; düz, dümdüz sıradan bir insan olduğunu idrak etme gayretinde....",http://pbs.twimg.com/profile_images/928213965829820416/nPdoWYww_normal.jpg,tr,,
982701088372592642,991728043566780418,0,0,0,0,82,140,1895,2018-05-02 17:16:05,KayaHeya,Hülya Kaya,,http://pbs.twimg.com/profile_images/982723477231800325/ilKdt0SO_normal.jpg,tr,"Altstadt-Nord, Köln",
2596413645,991719202208690177,114,148,31,13,103415,7963,155097,2018-05-02 17:16:09,carrieksada,Carrie ❤️ America 🇺🇸,"“To disarm the people, is the best and most effectual way to enslave them” ~ George Mason #2ADefenders #NRA #MAGA #KeepAmericaGreat #CCOT #VetsFirst",http://pbs.twimg.com/profile_images/974741035669585920/-hDq76yF_normal.jpg,en,"California, USA",
314024921,991728060369121280,0,0,0,0,3569,5001,198215,2018-05-02 17:16:09,SalomnM,Salomón Manrique,"Asesor Inmobiliario,desde 1984 orientado en la compraventa de bienes inmuebles en Remate,ante la Administración Judicial o la DIAN.Ubicación de Inmuebles.",http://pbs.twimg.com/profile_images/907683030927585280/mQQY5_nf_normal.jpg,es,Villavicencio(Meta),http://page.is/salomnm
326003773,991708914029940736,102,59,5,1,259066,34,5659,2018-05-02 17:07:12,osimsek_herkul,Osman Şimşek,Hem asıl hem de yedek hesaplarım diktatörlük tarafından Türkiye'de engellendi. Paylaşımlarımı https://t.co/dBnlON7APS üzerinden takip edebilirsiniz.,http://pbs.twimg.com/profile_images/764635441945579524/SNyfig3b_normal.jpg,en,"Saylorsburg, PA, USA",
